gene_id,T1_FPKM,T2_FPKM,T3_FPKM,T4_FPKM,T5_FPKM,T6_FPKM,T7_FPKM,T8_FPKM,T9_FPKM,T10_FPKM,T11_FPKM,T12_FPKM,T13_FPKM,T14_FPKM,T15_FPKM
YDL217C,50.678,671.602,935.248,102.949,902.452,869.881,925.529,944.438,99.232,111.136,111.72,583.615,553.397,513.041,491.653
YDL218W,233.405,243.525,168.594,226.587,125.596,960.291,924.596,107.794,111.157,114.201,167.078,264.357,280.253,456.225,136.103
YDL219W,639.446,763.428,741.359,114.26,114.805,134.362,154.772,153.641,154.503,453.796,636.216,467.889,592.344,423.951,575.801
YDL220C,912.603,813.322,867.401,8.523,816.782,12.501,128.148,101.469,912.992,929.5360000000001,60.922,667.047,807.517,736.131,625.026
YDL221W,18.783,257.864,210.968,212.048,198.204,296.947,257.775,264.249,17.221,150.743,181.842,196.284,207.438,20.368,215.003
YDL222C,623.674,392.616,207.379,197.918,640.302,170.687,134.273,169.564,162.021,248.987,330.14,506.7,404.172,609.62,794.52
YDL223C,310.133,179.472,908.439,155.732,38.757,919.715,821.666,88.256,808.899,475.909,54.971,284.253,263.884,274.681,310.428
YDL224C,84.392,82.713,776.832,698.805,614.015,609.711,600.587,665.875,714.984,409.5555,58.477,588.556,814.073,74.276,678.166
YDL225W,612.989,660.661,710.506,105.725,103.665,104.392,998.408,104.813,101.076,895.568,865.625,812.904,880.138,723.488,587.448
YDL226C,944.236,92.513,949.266,119.421,102.598,119.668,134.599,142.384,124.356,144.965,103.169,954.226,116.571,984.309,103.732
YDL227C,257.177,352.352,432.916,64.163,903.884,197.563,371.988,241.416,112.966,609.6585,134.937,61.955,607.992,13.673,215.988
YDL228C,149.818,221.364,418.252,1319.98,1257.87,392.822,363.564,368.199,296.537,303.51800000000003,967.606,450.468,106.636,123.07,157.877
YDL229W,191.447,271.05,481.519,1395.89,1211.33,447.227,416.771,400.23,334.067,350.685,922.588,66.76,149.702,150.593,186.584
YDL230W,253.797,262.521,283.822,189.031,200.856,363.592,252.511,282.251,305.395,199.97899999999998,357.558,428.225,412.061,37.37,346.277
YDL231C,390.137,400.033,412.892,506.759,463.141,400.157,383.646,348.388,349.061,346.365,344.917,216.553,275.455,33.279,31.598
YDL232W,2209.37,2924.88,2449.38,3820.39,4252.05,4591.88,4668.4,4327.24,4600.3,5579.295,5200.36,5167.72,4134.14,3479.07,2786.93
YDL233W,332.774,285.065,29.082,208.496,231.585,185.115,215.104,22.092,20.252,221.1675,332.026,261.551,309.747,335.662,338.921
YDL234C,800.056,696.152,539.968,277.445,286.593,381.172,382.036,441.279,440.714,448.40099999999995,800.411,832.693,740.841,786.284,798.871
YDL235C,139.601,164.346,171.681,230.666,289.631,175.415,180.712,169.478,185.335,165.96800000000002,115.038,108.034,132.665,136.633,148.964
YDL236W,854.056,87.712,118.903,248.693,192.237,131.852,137.142,134.366,138.44,142.579,111.318,745.459,95.45,887.534,870.675
YDL237W,113.703,102.335,102.698,103.52,683.107,105.263,112.341,109.617,102.185,981.8515,129.577,933.229,775.753,851.342,898.178
YDL238C,412.293,307.873,211.851,742.166,454.291,146.418,142.137,153.886,172.309,171.8195,318.313,334.408,318.884,357.172,376.287
YDL239C,340.974,229.814,127.998,605.216,82.383,177.767,163.171,152.127,158.502,90.622,236.217,360.125,288.188,295.763,300.025
YDL240C-A,0.0,147.484,0.0,195.018,167.917,0.0,0.0,0.0,0.0,0.0,173.405,189.091,0.0,0.0,120.165
YDL240W,149.916,156.569,17.419,166.304,148.594,146.443,18.452,208.991,240.459,230.10649999999998,198.746,196.039,192.463,158.696,141.373
YDL241W,660.827,434.236,768.162,574.189,130.508,691.693,595.636,70.784,271.205,11.527000000000001,43.762,636.275,90.906,494.622,518.858
YDL242W,664.162,124.725,101.405,274.873,890.637,168.572,159.638,121.609,833.078,574.4784999999999,21.997,151.028,461.556,82.853,985.011
YDL243C,222.485,204.501,272.986,192.188,167.839,239.298,208.955,263.483,254.147,313.8625,451.189,267.164,190.234,219.589,224.439
YDL244W,520.314,497.672,476.822,331.495,213.238,323.094,411.716,434.138,470.968,697.4275,778.398,704.865,491.197,472.587,611.818
YDL245C,959.844,108.329,934.544,703.931,83.352,14.088,158.956,15.22,149.809,167.2965,191.325,127.576,919.571,940.749,965.762
YDL246C,217.252,217.387,189.961,131.814,135.705,127.222,191.198,20.224,192.967,229.5325,320.552,22.251,204.803,259.026,305.934
YDL247W,963.805,899.736,810.283,786.064,124.562,111.723,111.914,10.937,102.202,103.9635,150.369,137.192,946.065,928.489,896.783
YDL247W-A,1499.31,1396.24,2619.63,2769.36,3760.01,2594.74,3088.91,2294.25,2543.42,2682.07,2188.85,1790.14,2170.09,1335.97,3027.09
YDL248W,800.684,702.719,528.948,474.908,470.291,585.883,651.585,627.966,664.383,619.3340000000001,864.851,847.214,639.589,912.139,933.475
YDR001C,174.063,138.365,126.982,128.146,460.446,858.981,608.064,613.633,730.268,810.534,114.783,152.981,131.549,159.77,175.722
YDR002W,441.849,521.05,882.91,1958.02,1743.89,678.847,580.9,616.67,666.636,624.8634999999999,531.963,494.121,449.724,529.067,545.633
YDR003W,140.016,114.213,975.945,470.138,458.872,63.194,643.895,693.487,739.944,532.4725,112.526,159.236,155.4,160.409,178.467
YDR003W-A,2253.28,1586.5,1575.85,709.558,867.915,945.983,756.22,908.55,1428.0,1489.955,2057.36,2243.46,2486.52,2153.05,2427.94
YDR004W,596.893,612.431,564.713,571.911,491.951,573.182,553.356,512.857,534.723,538.0615,527.288,543.168,619.884,664.369,65.434
YDR005C,165.576,139.535,105.436,725.951,83.559,125.187,116.656,107.853,109.448,101.78399999999999,131.222,118.313,128.029,153.961,167.822
YDR006C,410.187,46.069,632.394,982.514,413.359,22.947,26.403,241.726,239.664,281.31899999999996,332.952,276.319,358.337,329.269,294.059
YDR007W,986.045,918.582,950.093,134.44,894.792,852.015,852.593,863.433,105.119,113.838,159.27,170.832,149.423,154.159,142.426
YDR008C,589.193,67.749,902.908,125.799,671.665,666.591,734.285,695.374,752.301,916.0,140.658,145.231,120.816,141.529,127.869
YDR009W,16.332,163.011,145.419,864.228,131.467,197.973,184.195,175.142,197.496,138.6065,223.303,169.565,213.067,164.834,146.276
YDR010C,144.859,720.363,991.137,74.086,205.682,219.061,238.096,196.589,209.957,338.8845,385.843,338.649,330.554,223.229,13.381
YDR011W,753.607,72.244,671.616,476.677,597.509,501.092,412.793,412.819,428.789,431.134,429.848,514.515,583.807,59.137,684.146
YDR012W,500.35,571.331,785.111,1567.69,1667.72,866.31,785.456,732.185,652.647,689.0260000000001,318.868,193.611,418.08,453.318,526.266
YDR013W,395.175,429.742,364.218,489.868,803.563,851.196,774.122,805.335,758.534,560.0070000000001,397.829,364.152,417.863,598.142,481.965
YDR014W,191.674,198.787,17.375,145.325,156.846,210.026,206.856,177.475,176.573,128.4065,143.342,117.809,116.811,125.553,133.886
YDR014W-A,607.009,436.108,72.182,481.355,428.759,334.363,10.567,160.994,248.905,212.9305,614.494,126.874,526.776,389.996,368.195
YDR015C,955.559,102.876,795.754,28.471,0.0,204.434,385.634,352.522,393.785,251.488,136.112,232.718,325.434,133.431,0.0
YDR016C,152.262,151.635,112.445,652.441,954.619,118.329,172.993,167.628,227.554,244.147,253.279,308.593,250.106,201.117,212.981
YDR017C,336.675,377.043,384.954,385.169,385.578,304.247,30.653,301.717,303.652,285.22950000000003,271.654,28.714,29.647,315.705,303.254
YDR018C,614.646,513.461,315.823,993.924,114.049,251.116,20.368,211.328,239.523,271.931,725.692,108.724,813.791,769.579,679.541
YDR019C,115.09,111.082,115.981,221.431,171.224,207.916,127.784,916.102,983.166,868.961,646.877,877.046,678.608,823.005,103.863
YDR020C,204.905,246.945,477.577,851.224,706.568,320.921,326.761,243.045,276.826,282.7335,166.268,113.656,219.322,210.672,187.404
YDR021W,127.641,20.143,407.451,105.014,749.363,137.185,137.252,126.389,97.466,397.8215,209.696,107.607,698.821,57.267,738.459
YDR022C,108.835,971.799,735.396,396.211,369.608,440.547,521.636,574.114,666.796,358.0815,952.167,120.789,105.01,114.579,129.763
YDR023W,234.066,260.839,315.671,628.249,667.381,439.509,403.543,381.611,365.375,306.0795,194.192,163.03,233.658,215.326,209.127
YDR024W,0.0,0.0,0.833946,0.489785,0.433311,0.0,0.711945,0.650815,161.937,0.217835,0.871012,0.0,0.493455,0.0,0.0
YDR025W,934.879,1017.32,1353.75,2632.73,3222.7,1499.94,1556.92,1450.56,1160.22,1093.155,356.929,280.376,805.457,813.484,907.759
YDR026C,399.142,400.953,49.19,680.351,671.491,469.606,471.693,45.738,427.636,388.803,287.414,298.319,370.863,402.948,405.668
YDR027C,373.652,320.368,25.999,158.578,210.441,352.666,331.083,365.273,373.313,365.014,345.286,377.606,369.778,322.224,299.772
YDR028C,986.372,882.067,797.933,676.564,767.294,878.084,871.723,876.788,876.435,878.609,890.053,113.28,894.798,888.572,89.902
YDR029W,81.224,809.236,703.936,547.185,633.483,671.146,749.753,677.313,673.407,253.30800000000002,551.418,742.779,77.18,708.057,622.375
YDR030C,475.939,419.728,389.432,309.502,207.203,124.663,132.055,154.907,156.965,192.5075,28.08,358.082,397.441,445.822,484.069
YDR031W,136.27,119.573,882.904,561.041,623.594,123.162,129.616,154.597,186.902,191.6625,378.685,426.127,174.712,201.601,169.901
YDR032C,1527.12,1211.63,977.334,588.409,186.652,271.881,391.779,417.712,521.519,664.8430000000001,1520.22,2217.02,2034.14,2282.81,2299.01
YDR033W,1401.61,1363.84,1241.79,2243.38,1472.86,805.454,675.564,723.833,761.047,686.7394999999999,440.583,345.414,409.71,547.947,825.053
YDR034C,455.661,477.453,507.109,633.884,718.312,654.906,534.942,561.048,542.908,585.8905,502.457,226.699,388.957,394.564,389.266
YDR034C-A,2812.23,2566.83,2294.16,2405.91,2236.16,2074.52,2406.69,2606.17,2789.78,3055.9750000000004,3129.5,2822.94,2320.55,2187.91,2345.77
YDR034C-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDR034C-D,313.446,305.377,287.007,28.803,185.158,192.011,245.583,282.583,289.391,25.365000000000002,260.941,261.142,208.846,205.406,209.821
YDR034W-B,509.786,395.465,310.594,243.22,949.797,74.58,693.577,317.012,502.598,800.383,270.332,424.492,637.111,1463.88,1125.28
YDR035W,137.52,113.687,143.767,267.519,181.976,101.024,953.148,948.127,959.881,546.328,809.577,708.901,133.69,161.759,150.742
YDR036C,133.082,115.838,987.068,542.485,442.755,85.619,122.275,133.707,181.999,190.9185,409.538,586.851,188.614,163.876,13.348
YDR037W,192.285,32.373,762.535,225.197,123.001,28.368,299.945,315.699,28.19,284.49300000000005,81.284,40.057,110.697,101.791,126.463
YDR038C,445.455,509.698,545.058,294.628,897.135,689.647,333.865,28.924,351.975,209.15550000000002,254.978,282.041,38.974,48.548,458.104
YDR039C,407.325,482.484,516.337,281.134,885.182,651.716,317.499,257.822,344.539,456.22749999999996,243.779,27.986,362.548,451.504,432.442
YDR040C,614.316,729.111,757.593,38.684,117.404,931.023,454.972,39.546,496.979,253.61350000000002,305.973,410.703,543.823,739.167,703.313
YDR041W,999.633,103.19,101.463,114.44,139.644,278.76,385.764,363.893,383.131,405.877,521.434,455.012,151.798,122.658,117.946
YDR042C,530.625,36.656,913.715,14.541,174.657,161.897,163.622,142.669,10.016,468.009,338.632,436.402,279.048,522.588,372.772
YDR043C,306.285,252.061,252.435,368.96,505.067,180.811,142.731,130.289,131.83,155.8915,200.488,255.651,394.922,356.367,303.807
YDR044W,549.679,571.147,677.506,89.992,101.401,119.307,967.802,105.836,103.41,509.8625,513.063,449.974,625.776,701.703,629.494
YDR045C,894.719,128.065,180.207,419.115,376.772,161.456,167.435,162.186,147.845,120.0175,508.184,389.959,778.401,807.876,929.978
YDR046C,394.649,512.435,57.686,113.218,896.385,486.559,624.064,810.081,89.329,547.3105,55.674,390.874,337.014,328.212,293.556
YDR047W,730.806,78.161,817.409,124.116,926.243,719.282,840.424,85.547,885.252,937.4200000000001,943.972,914.315,923.298,936.816,817.174
YDR048C,241.976,189.092,177.435,391.759,281.563,102.536,220.516,16.27,156.377,98.3685,661.656,82.531,118.086,183.118,184.407
YDR049W,207.471,228.378,291.391,487.317,37.673,263.721,239.631,261.252,285.327,250.23000000000002,168.807,133.584,196.591,150.229,197.892
YDR050C,3901.64,2888.87,2255.05,1746.88,898.908,1162.05,1937.67,2393.41,3252.94,3896.545,3893.18,3199.87,3313.09,5213.46,5622.04
YDR051C,101.342,962.702,105.143,117.983,139.904,110.279,976.181,924.479,953.833,91.3895,957.058,876.383,103.922,103.673,105.146
YDR052C,527.121,515.799,577.849,652.947,429.739,536.314,585.728,532.774,543.955,512.8054999999999,416.624,476.043,481.946,546.738,497.775
YDR053W,393.551,351.987,515.856,488.682,292.231,322.079,43.705,411.616,320.121,240.466,255.679,31.368,336.274,456.362,340.558
YDR054C,224.613,207.443,245.733,288.844,268.616,190.147,162.934,141.96,149.929,149.525,213.549,261.265,265.978,258.037,240.989
YDR055W,235.869,213.238,201.668,196.813,614.518,379.294,312.857,292.494,362.521,236.09449999999998,338.923,492.775,150.162,411.595,273.923
YDR056C,196.494,172.856,178.965,181.186,148.55,184.426,216.656,214.022,239.125,213.263,234.391,207.063,215.489,197.777,215.781
YDR057W,525.196,534.582,448.249,33.55,350.377,465.322,416.945,446.281,447.231,219.8175,404.369,358.211,440.591,464.772,519.297
YDR058C,347.277,406.117,398.137,565.459,667.579,482.548,432.016,397.287,423.299,367.23,385.791,344.827,437.126,381.307,38.647
YDR059C,539.281,488.702,469.824,354.648,136.234,174.275,175.93,183.853,193.079,225.301,432.589,543.36,531.95,582.434,643.95
YDR060W,58.534,799.581,131.189,357.284,272.433,639.852,701.478,61.598,503.926,397.78,117.568,131.932,380.258,388.343,430.026
YDR061W,414.319,438.354,473.528,477.174,422.605,79.817,957.755,100.986,117.922,118.131,126.941,103.51,46.502,457.899,422.407
YDR062W,113.042,112.606,115.015,160.46,183.068,162.46,152.09,160.735,157.447,142.698,111.257,105.139,116.291,111.444,111.567
YDR063W,242.145,205.496,164.896,125.758,819.372,181.62,175.829,196.16,180.517,181.46,297.025,378.329,319.013,324.656,315.569
YDR064W,1492.58,1680.7,2145.36,4472.71,6226.64,3114.05,2909.31,2572.86,2216.13,1820.91,802.133,519.182,1468.76,1428.17,1703.06
YDR065W,266.929,296.874,35.525,489.922,296.974,306.853,36.764,304.213,304.037,278.6275,21.163,172.331,191.521,191.391,246.799
YDR066C,469.317,43.731,379.853,453.322,470.697,454.229,412.637,389.069,430.762,226.37900000000002,437.997,342.638,323.659,427.425,386.576
YDR067C,679.132,714.247,719.146,891.652,773.687,989.322,710.247,659.012,766.109,639.1315,858.038,625.666,815.593,879.676,869.519
YDR068W,102.167,867.138,732.522,82.253,111.089,152.115,145.439,132.699,140.833,117.287,119.818,105.48,116.475,925.361,103.275
YDR069C,210.814,196.675,180.773,949.095,113.038,194.429,168.947,158.007,163.991,173.647,216.462,18.821,142.621,170.644,163.824
YDR070C,7958.98,5030.39,3464.42,1413.3,146.07,299.135,256.632,259.577,303.568,307.548,2574.58,8649.73,8670.53,9016.05,10136.4
YDR071C,366.91,346.538,329.725,337.543,317.78,332.484,326.664,304.538,313.994,348.50149999999996,331.833,342.407,399.931,416.986,416.253
YDR072C,711.233,78.675,866.059,779.988,103.396,729.952,637.427,726.537,723.342,908.3655,155.18,135.432,110.561,84.188,806.558
YDR073W,120.852,993.377,707.084,482.985,858.675,737.043,629.953,638.848,757.404,536.3255,286.976,355.827,249.215,192.083,164.34
YDR074W,255.267,164.504,809.332,126.125,197.837,667.005,480.302,531.457,597.493,361.706,290.743,544.28,280.225,308.089,289.176
YDR075W,959.207,121.25,191.971,335.564,166.154,91.704,86.597,935.198,864.011,462.0915,645.688,541.042,956.863,790.675,86.332
YDR076W,271.945,256.864,294.941,171.184,150.389,174.971,204.594,222.264,211.121,214.003,257.313,611.235,32.714,313.256,278.095
YDR077W,14592.9,10806.8,8769.53,3438.83,1702.24,1847.73,1509.68,1647.76,1484.08,2340.725,8373.37,19937.1,17188.3,13169.7,10778.6
YDR078C,478.675,435.313,326.695,236.149,394.546,527.248,515.168,488.593,500.186,521.145,53.807,480.843,585.875,644.671,729.239
YDR079C-A,204.59,198.675,180.76,233.917,290.865,160.007,220.769,242.176,181.451,218.612,278.392,247.745,293.681,359.468,300.912
YDR079W,151.764,168.392,153.414,156.383,168.342,332.652,344.987,352.467,358.681,336.2095,534.109,454.893,207.639,174.76,195.762
YDR080W,352.957,340.054,333.632,308.732,201.567,237.434,243.857,257.367,255.601,213.95749999999998,270.533,287.279,230.776,275.318,264.504
YDR081C,339.775,344.278,370.195,427.859,397.519,322.231,304.303,298.886,284.434,289.68399999999997,231.512,226.948,310.994,334.657,305.912
YDR082W,330.849,321.399,305.791,34.948,313.326,29.106,305.274,30.417,31.651,318.3145,335.687,253.099,307.543,333.441,347.273
YDR083W,446.068,746.982,128.97,360.232,300.049,653.983,64.33,590.891,41.583,156.001,907.252,783.211,264.132,228.292,301.742
YDR084C,99.049,728.119,650.384,516.279,426.052,922.582,976.475,100.16,112.164,102.35499999999999,139.89,107.559,115.628,125.668,115.55
YDR085C,851.856,627.996,370.848,666.317,205.812,377.348,395.727,36.895,371.074,368.7685,683.568,109.993,765.294,839.572,862.058
YDR086C,1143.64,1010.11,1001.79,1356.17,1642.95,1446.44,1757.59,1688.02,1695.24,1476.175,1349.49,1235.42,1482.57,1580.63,1426.06
YDR087C,678.067,962.304,158.313,374.97,302.801,662.569,788.972,796.688,638.642,329.61150000000004,227.064,251.836,488.167,608.592,630.576
YDR088C,350.476,363.784,398.318,505.887,574.858,49.877,458.429,423.928,351.683,361.77549999999997,399.121,286.369,382.995,345.942,349.304
YDR089W,231.357,230.197,279.674,511.144,354.562,631.784,264.533,288.807,326.131,321.7075,335.512,271.751,184.581,182.191,170.004
YDR090C,579.661,574.748,616.351,621.636,857.497,987.948,730.641,715.793,747.243,761.242,80.721,418.981,670.211,715.485,720.522
YDR091C,888.614,118.083,170.257,414.872,419.921,129.878,137.704,123.275,113.017,442.103,273.284,255.079,692.204,725.302,712.817
YDR092W,320.677,299.583,288.483,229.117,269.443,291.774,333.001,298.007,323.897,327.097,303.685,292.746,327.375,362.35,394.112
YDR093W,770.436,843.084,107.727,185.264,225.288,194.097,214.473,211.056,171.257,171.3535,980.871,867.401,808.791,578.466,557.436
YDR094W,166.077,165.036,198.953,161.428,685.481,44.248,394.101,390.322,317.132,583.8365,414.319,320.717,372.851,284.498,177.049
YDR095C,0.0,100.887,0.0,200.104,117.964,0.0,0.0,0.885887,110.267,0.2966585,0.0,0.0,0.0,0.0,0.42209
YDR096W,578.223,457.429,286.867,80.759,236.301,336.017,300.712,319.349,336.528,404.5745,635.883,908.876,615.002,569.317,495.658
YDR097C,208.562,238.652,233.948,132.892,207.995,554.745,633.564,535.355,392.395,162.409,191.364,129.613,142.576,194.639,196.059
YDR098C,857.467,107.679,140.101,239.56,193.395,182.997,159.646,158.86,148.598,137.517,104.44,704.625,825.803,827.243,860.639
YDR098C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDR098C-B,794.068,773.555,745.115,826.949,465.726,515.739,651.455,700.986,661.476,279.7725,53.158,570.713,484.705,473.981,474.426
YDR099W,979.892,800.19,652.423,414.025,336.27,585.419,576.242,588.448,624.574,711.1755,1075.4,1257.0,1172.33,1041.58,995.573
YDR100W,235.827,207.507,155.215,551.195,567.843,183.875,174.275,210.403,259.343,252.719,416.325,449.874,359.436,374.589,313.588
YDR101C,408.554,713.206,127.178,374.251,263.525,419.538,456.808,438.552,332.217,328.50149999999996,638.456,628.287,241.725,236.315,283.598
YDR102C,766.902,720.363,108.124,423.348,467.459,162.267,768.051,561.683,699.857,127.06949999999999,282.324,307.863,533.152,1.063,869.764
YDR103W,18.286,207.773,244.506,366.859,272.146,220.581,186.902,180.586,184.091,172.882,124.795,114.542,142.493,147.347,155.941
YDR104C,223.814,239.818,219.038,19.316,161.746,148.075,154.218,137.855,151.258,72.52199999999999,138.029,13.497,179.244,187.843,209.935
YDR105C,859.815,676.042,559.188,344.866,461.135,598.313,598.371,626.212,676.072,676.015,831.175,919.561,865.197,898.977,945.422
YDR106W,106.178,818.539,397.488,191.003,319.426,699.568,602.008,80.431,964.811,413.413,773.697,209.892,12.829,113.228,137.153
YDR107C,210.183,231.452,19.833,108.107,768.692,141.819,146.241,180.777,185.638,176.5935,18.616,127.705,173.346,156.399,16.358
YDR108W,278.128,284.295,290.831,261.321,239.857,233.341,249.628,29.471,293.834,269.75350000000003,235.606,21.233,246.365,239.637,23.642
YDR109C,32.936,332.742,374.576,398.758,20.02,207.604,247.218,240.175,219.148,211.53300000000002,204.777,207.449,270.695,280.595,284.282
YDR110W,333.048,399.979,583.067,985.786,73.246,373.602,372.051,345.016,309.755,265.6595,211.748,191.524,292.931,29.557,310.053
YDR111C,659.317,533.557,450.443,237.207,180.312,109.657,914.698,106.932,103.828,74.374,525.303,771.602,127.292,101.219,881.316
YDR112W,130.501,241.694,114.729,944.779,265.152,218.937,917.312,712.275,42.256,860.367,188.942,356.595,669.704,39.403,222.493
YDR113C,347.416,365.376,384.405,299.514,451.814,685.353,838.697,961.858,93.181,485.55800000000005,624.986,608.553,368.479,278.827,381.509
YDR114C,368.151,295.169,286.448,20.188,285.124,577.856,125.901,116.884,110.133,134.792,168.75,182.711,623.739,553.995,425.087
YDR115W,167.171,185.801,148.535,151.921,267.264,483.124,771.481,819.36,946.708,925.4625,1090.16,1104.77,337.209,293.137,249.764
YDR116C,57.96,547.983,593.497,540.807,645.275,153.361,218.956,194.678,212.158,219.73950000000002,286.834,256.041,836.445,706.028,630.422
YDR117C,290.416,323.143,301.567,416.193,442.324,37.577,343.862,380.157,36.542,314.314,286.188,226.882,309.359,252.391,275.505
YDR118W,272.026,256.846,198.826,154.026,207.277,234.713,217.425,229.276,252.116,232.2285,243.378,285.189,247.025,259.767,24.114
YDR118W-A,468.184,390.56,269.929,165.504,409.614,235.764,223.297,293.858,519.562,248.263,382.439,346.134,403.861,378.546,500.448
YDR119W,561.191,626.105,704.263,895.575,85.608,445.772,498.658,464.145,489.342,419.3635,404.882,344.031,513.039,532.667,542.663
YDR119W-A,6729.41,4745.2,2646.24,226.85,1049.32,2590.01,1167.92,1070.82,1412.29,2120.725,9540.45,11793.4,10712.7,11281.3,11348.6
YDR120C,584.668,712.575,107.345,223.976,192.77,636.671,678.225,622.426,631.993,538.819,192.966,187.337,492.638,52.835,584.998
YDR121W,72.269,712.653,771.862,103.158,135.207,103.433,75.78,782.882,672.697,429.98,64.43,664.511,783.975,862.033,82.967
YDR122W,471.814,418.567,309.539,831.592,160.005,340.349,27.197,272.281,256.619,296.35,330.691,418.839,406.345,405.724,410.279
YDR123C,467.306,543.739,744.446,88.027,52.304,442.423,477.744,599.525,661.754,773.2529999999999,311.013,23.175,454.201,43.037,418.625
YDR124W,216.928,193.797,135.779,967.684,136.458,166.222,170.761,202.571,235.515,133.1935,251.759,231.094,200.404,211.079,190.763
YDR125C,178.172,157.012,118.851,799.443,686.844,128.972,112.851,12.538,15.583,129.04899999999998,160.206,14.346,127.427,115.338,127.796
YDR126W,263.908,209.754,17.928,24.654,288.037,185.057,209.229,217.448,244.823,270.9,255.754,204.187,267.361,255.103,292.916
YDR127W,73.52,629.359,540.129,621.424,611.086,626.813,588.625,643.041,677.611,698.3689999999999,587.294,513.568,640.726,646.304,639.451
YDR128W,25.387,267.137,262.634,21.177,168.709,174.753,174.565,178.566,190.541,191.119,267.108,183.851,218.509,221.861,221.748
YDR129C,214.227,176.284,164.623,143.545,140.473,152.103,143.552,156.054,174.864,189.3065,261.471,308.579,252.037,253.934,239.333
YDR130C,45.127,399.592,460.333,520.156,464.177,416.083,487.503,544.069,630.476,647.142,612.416,56.814,584.124,459.467,416.848
YDR131C,245.579,20.586,187.638,180.844,212.718,212.282,251.505,244.945,199.308,198.627,242.041,191.787,205.923,23.522,218.489
YDR132C,366.559,37.843,39.211,373.414,365.964,335.752,302.212,315.627,348.681,316.329,395.185,299.462,363.203,393.344,382.609
YDR133C,562.451,425.136,382.147,686.944,753.067,313.158,262.415,409.104,531.221,915.0515,2671.22,4945.26,2798.98,1872.25,1228.29
YDR134C,1994.69,1506.85,1821.44,3240.49,2801.59,1440.94,1325.17,1670.81,1866.52,3586.04,10689.2,22963.2,11487.0,6309.67,3263.16
YDR135C,474.348,488.598,495.322,551.912,490.011,448.208,465.054,446.918,451.726,412.196,357.808,463.274,318.246,343.767,358.528
YDR136C,513.315,509.593,318.701,449.222,265.034,573.949,517.108,621.983,402.258,406.198,732.304,617.059,678.883,602.683,23.708
YDR137W,40.051,380.473,371.069,39.877,375.774,359.604,398.674,425.097,396.046,344.7045,35.389,394.145,443.803,396.901,38.598
YDR138W,188.899,189.167,188.908,222.567,258.474,22.371,249.035,265.669,264.558,134.849,166.214,170.165,195.105,169.287,196.903
YDR139C,707.41,772.238,763.431,928.561,877.944,747.306,629.261,686.072,712.53,611.5605,673.9,591.815,658.653,717.559,828.597
YDR140W,648.925,712.327,707.695,914.997,796.682,609.738,591.431,576.426,610.487,365.557,675.337,632.052,632.645,589.837,68.377
YDR141C,259.473,254.372,214.705,21.52,144.095,158.475,186.608,198.201,200.055,188.6135,208.176,229.745,215.959,213.896,21.286
YDR142C,523.776,485.136,468.475,465.046,499.199,506.665,445.998,437.535,448.666,471.212,628.906,62.345,693.004,644.368,613.085
YDR143C,318.394,258.518,274.411,389.339,632.559,401.853,343.147,348.662,336.541,338.96900000000005,251.913,313.356,359.783,323.732,285.475
YDR144C,766.089,98.769,978.443,148.016,289.946,257.638,290.142,285.498,221.662,195.226,696.771,852.664,912.294,859.237,733.948
YDR145W,105.943,894.419,920.471,90.946,114.769,107.644,102.875,106.892,92.757,931.092,985.244,120.73,128.2,115.261,107.055
YDR146C,851.365,813.857,671.865,939.848,698.985,610.482,976.187,115.006,155.371,228.15699999999998,365.536,683.118,92.593,480.457,187.806
YDR147W,294.561,267.767,355.169,426.065,343.275,251.012,317.885,381.768,415.761,397.195,259.581,238.116,364.671,325.747,277.534
YDR148C,438.224,369.249,252.097,117.354,189.11,724.067,569.981,487.625,570.184,614.7275,657.323,586.418,505.157,505.102,466.953
YDR149C,289.539,145.107,235.388,0.822323,0.727934,150.604,101.331,128.555,114.307,88.47218500000001,0.731191,2.392,250.612,110.354,138.914
YDR150W,28.269,266.493,244.988,198.097,123.735,274.062,230.922,219.556,24.795,157.283,283.541,304.358,307.063,25.853,246.038
YDR151C,620.893,627.736,650.429,662.258,463.109,450.207,449.271,439.183,416.087,217.878,260.307,40.328,393.859,467.248,536.141
YDR152W,119.924,117.146,152.468,313.061,384.026,183.112,160.364,148.76,131.499,129.04250000000002,852.059,701.361,130.053,114.719,116.706
YDR153C,854.772,919.373,102.812,154.638,162.076,105.817,839.603,858.331,812.292,449.6705,670.243,663.366,898.363,736.038,741.559
YDR154C,5282.44,3802.91,2926.65,1866.85,645.153,1313.51,1780.98,1772.42,1961.77,2283.365,2481.3,3677.16,4654.19,6058.31,7827.62
YDR155C,8908.7,6226.58,4957.09,3212.11,948.66,2253.65,3022.56,3036.46,3116.06,3472.7799999999997,3571.2,6015.73,7331.64,8967.07,11429.8
YDR156W,874.403,989.534,137.703,298.513,247.693,947.607,850.238,681.171,646.748,351.731,409.255,210.387,688.942,548.706,661.585
YDR157W,730.417,105.452,830.968,264.933,178.773,641.354,303.859,78.701,633.909,403.0525,185.979,270.403,913.144,700.909,661.728
