,flux
R_GALt2,9.73904204032501e-09
R_GAM6Pt,-0.0919838030943225
R_GAPD,4.1093256212470095
R_GLYCDy,0.41103736904370186
R_FAS80COA_L,0.0003266639813361
R_GLYCLm,0.0021714454496566003
R_GLYCt,0.976582747111798
R_GLYCt2,0.7960406933463325
R_GARFT,0.00050890765619475
R_GAT1_SC,0.0001840265715887265
R_GAT2_SC,0.0016542922552493001
R_GBEZ,0.083590278810072
R_GCALDt,-9.877026252436139e-09
R_GCALDtm,1.1102230246251563e-16
R_GCC2am,0.00305634527679655
R_GCC2bim,0.00305634527679655
R_GCC2cm_copy1,-0.32167583014148504
R_GCCam,0.0021611847515010003
R_GCCbim,0.0021611847515010498
R_GLYGS,0.083590278810072
R_GLYK,0.0010075974118571999
R_GLYOX,0.057355196031268305
R_GLYOXm,2.946770011284592e-20
R_GLYTRS,5.013940595977108e-21
R_GLYt2m,0.0147779515076692
R_GLYt2r,-0.074428754629624
R_GCCcm,0.0021611847515010003
R_GDPMANNtg,1.8245492262295932e-19
R_GMPS2,0.0002500750346022
R_GDPt3g,0.0
R_GND,0.6601327331715021
R_FAS80_L,0.0
R_GNNUC,0.0249924738652373
R_GDPtn,-8.390928063484182e-09
R_GF6PTA,0.17013734043828577
R_GPDDA1,2.160396253514032e-06
R_GGLGH,0.0
R_FBA,1.1230366256820101
R_GGTT,9.098021557241505e-18
R_GHMT2r,0.06243589364873485
R_GHMT2rm,-0.00738896655547355
R_GRTT,0.0003454357430104
R_GSNK,0.0350855354385044
R_GSNt2,9.911074599640497e-09
R_GK1,0.0017690037980213499
R_GK2,0.00162581598863565
R_GLCGSD,0.010116531509300499
R_GLCGSDv,0.11938693796874994
R_GSNt2m,0.0
R_GTHOr,0.0004290232898348
R_GTHOXti,0.0
R_GTHOm,0.0
R_GLCNtv,0.11938693796874994
R_FBA2,7.291822035071505e-09
R_GLCP,1.7642339929467665
R_GLCS2,0.01154371197231745
R_GTHPi,0.0004290258876262
R_GTHPm,-9.69670782557941e-09
R_GTHRDabcv,0.0
R_GTHRDt2,0.0
R_GLCt1,1.025323977744769
R_GLCtv,-0.5063930148942881
R_FBA3,0.9951047236571468
R_GLNS,0.3059287721870244
R_GLNTRS,5.025349345277042e-21
R_GTHS,1.3232745817385702e-08
R_GTMLT,0.0
R_GLNt2n,0.0
R_FBP,0.0007582394809383501
R_GLNt2r,-2.3477755672907104e-06
R_GLNt6,0.01767710756528755
R_GTPCI,0.0
R_GTPCII,4.976165481185869e-06
R_GTPH1,3.1305495149706834e-06
R_GLNt7,0.01767710756528755
R_GTPt2m,0.0754846990670073
R_GLPT,6.734053242536269e-20
R_FBP26,0.030854367938189804
R_GLU5K,0.0849348055348676
R_GLUCYS,1.3232745816536785e-08
R_GLUDC,0.0055660197122229
R_GUAD,2.3347905820402938e-06
R_GUAPRT,0.0002837795570519
R_GUAt2r,9.686559110377859e-09
R_GUAtm,-5.5511151231257815e-17
R_H2O2tn,2.716612268471863e-08
R_H2Ot,0.3167669671000902
R_GLUDxi,0.11125827614177294
R_GLUDy,-0.25281086168687716
R_H2Oter,-0.00017271787144579998
R_FCLTm,3.941202291004332e-20
R_H2Otm,-0.4662017097128124
R_H2Otn,-0.14752273123620185
R_H2Otp,1.0600243036673618e-06
R_HCITSm,0.00380469966555215
R_H2Otv,0.312889976431519
R_HCITSn,9.121232958907787e-21
R_FDH,0.0006041770801546501
R_HACD10p,1.9897960768650025e-08
R_HACD4p,-1.398078332166819e-07
R_FDNG,5.0600296016920696e-05
R_HACD5p,-1.4980631155882274e-07
R_HACD6p,-1.598047247655665e-07
R_HCO3E,0.727894247378538
R_HCO3Em,8.76611964129026e-08
R_HCO3En,0.14752275840232454
R_HACD7p,-1.7978294141601792e-07
R_HACD8p,-1.9973849133339552e-07
R_HCO3tn,-0.14752275840232454
R_HACNHm,0.0038046996655522
R_FE2t,2.838554385423194e-17
R_HBZOPT6m,1.0363451325311584e-17
R_FE2utm,0.714171368361668
R_HCYSMT,0.0031157082458974
R_HCYSt2p,9.847350435077118e-09
R_HDCAt,1.1897500086877003e-06
R_HDCEAt,3.964543443515945e-06
R_FECOSTAT_SC,2.3120774003337357e-06
R_HEMEOMOm,8.085015878567442e-21
R_HEMEOSm,0.0
R_HETZK,0.03693218646460265
R_FECOSTESTH_SC,2.3120773490354095e-06
R_HEX1,0.643075524935816
R_HEX4,9.810821139128968e-09
R_FECOSTESTH_SCe,9.99944368432143e-07
R_HEX7,0.0394730302008611
R_HEXCCOAtx,-1.3004709287223193e-07
R_HEXDPtm,0.0
R_ILEtmi,0.16661406558637976
R_FECOSTt,1.98164303751025e-08
R_HGNTOR,3.0940027705855694e-19
R_HICITDm,0.00380469966555225
R_FEtm,0.714171368361668
R_IMPC,-0.00425313038519145
R_FKYNH,0.011725040991866949
R_IMPD,0.0002478192639689
R_IND3ACtm,1.079558403782599e-08
R_HISTD,0.00374423260602305
R_FMETTRSm,5.100792282507784e-21
R_HISTP,0.00374423260602305
R_HISTRS,6.3413856451334985e-21
R_IND3ETHt,0.8185711191271654
R_IND3ETHtm,-0.035461317733013656
R_INDPYRD,0.8246089649215675
R_HISTRSm,6.453197387149442e-21
R_INSK,0.04843499419451415
R_FMNAT,9.918328885831273e-09
R_HISt2m,0.0
R_HISt2r,-0.0034116456061885
R_HISt6,5.322759630375104e-21
R_HKYNH,1.2371903106653453e-05
R_HMBS,5.104727499580864e-17
R_INSTt2,0.0
R_INSt2,9.89260883875744e-09
R_IPC124PLC_SC,0.00486105166061455
R_IPC126PLC_SC,0.00486105435303805
R_IPC224PLC_SC,0.0048610508008846
R_IPC226PLC_SC,0.0048610536650539
R_HMGCOAR,-0.00103630722903145
R_HMGCOAS,9.0468839364366e-09
R_HMGCOASm,-0.00103631627591595
R_IPC324PLC_SC,0.00486104958970465
R_IPC326PLC_SC,0.0048610517437239
R_HMGCOAtm,-0.0010363162759156
R_FMNATm,0.0
R_HMPK1,0.0369321963416291
R_HPPKm,9.36063126101623e-09
R_HPROa,8.537503768763892e-09
R_IPCS124_SC,0.00486105061684645
R_IPCS126_SC,0.0048610479244251
R_IPCS224_SC,0.0048610514765764
R_IPCS226_SC,0.0048610486124085
R_HPROb,0.0
R_HPROxm,0.0
R_IPCS324_SC,0.0048610526877568
R_IPCS326_SC,0.0048610505337372
R_HPROym,8.381352179708625e-09
R_FMNRx,8.537503771289392e-09
R_HSDxi,0.23526397295725093
R_IPDDI,0.00034543574301035
R_FMNRx2,0.0
R_IPDPtm,5.5511151231257815e-17
R_IPMD,0.03682098242892455
R_IPPMIa,-0.036820982428924454
R_IPPMIb,-0.036820982428924454
R_IPPS,0.0025983395523474498
R_HSDy,-0.0038657263408675
R_HSERTA,0.0619343798898308
R_HSK,0.1771953194082876
R_HSTPT,0.00374423260602305
R_HXANt2r,9.340877293873007e-09
R_HXPRT,0.00038945186480109995
R_HYPOE,0.034262614108460904
R_IAMACt,0.0089455563542623
R_IAMOHt,0.026375541885457147
R_IAMOHtm,-0.00159455398480155
R_IBUTACt,0.022031505034241353
R_IBUTOHt,0.23813647105403835
R_IBUTOHtm,-0.011576271280301899
R_ICDHxm,2.7941867132584984e-05
R_IPPSm,0.0342226547829695
R_ITCOALm,1.1102230246251565e-16
R_KARA1im,0.30513663103290156
R_KARA2im,0.1764374385762246
R_KYN,0.0117126690887603
R_KYN3OX,1.2371903106653497e-05
R_Kt2r,0.0
R_LALDO3,0.030362784076372752
R_LANOSTAT_SC,2.312077400318753e-06
R_ICDHyr,0.11051542829025925
R_ICDHym,0.0003806789380145
R_ICDHyp,0.0
R_ICL,0.0075990668489227
R_LANOSTESTH_SC,2.312077349050406e-06
R_FOLD3m,9.360631262117942e-09
R_LANOSTESTH_SCe,9.999441733551423e-07
R_LANOSTt,-2.043221431342196e-06
R_LCADi,0.030362784076372752
R_LCYSTintv,1.6875386640388786e-22
R_LEUTA,-0.0014949612567385
R_LEUTAm,0.0
R_LEUTRS,6.5584175762349904e-21
R_LEUTRSm,3.759657770332423e-21
R_ID3ACALDt,0.006037845794402251
R_ID3ACALDtm,0.035461306937429604
R_IG3PS,0.00374423260602305
R_IGPDH,0.00374423260602305
R_IGPS,0.0117126636847744
R_ILETA,0.1651060851021423
R_ILETAm,-0.16661406558637976
R_ILETRS,5.845478142104977e-21
R_ILETRSm,4.461883376292467e-21
R_ILEt2r,-0.00054132113479395
R_ILEt6,0.01767710756528755
R_ILEt7,0.01767710756528755
R_LEUt2r,-8.101728067311242e-06
R_LEUt6,0.01767710756528755
R_LEUt7,0.01767710756528755
R_LGTHL,0.057355196031268305
R_LNS14DM,0.0
R_LNS14DMx,0.0001706825423502
R_FORt,-0.0164409300687491
R_LNSTLS,0.0001727178715052
R_MACACI,2.048091821798755e-19
R_MALOAAtp,9.997855094923125e-07
R_LPCAT_SC,0.0001021135756707709
R_LPP_SC,0.0418906555980203
R_FORtm,8.922480742944497e-09
R_FRDPtm,0.0
R_FRDcm,0.7952407885807442
R_LSERDHr,0.0
R_LYSTRS,1.2483024881821612e-20
R_LYSTRSm,1.259485122228992e-20
R_LYSt2m,0.0
R_LYSt2r,-0.00236900736762485
R_MALS,2.775871451761852e-08
R_MALSp,0.0
R_MALT,9.750107875738263e-09
R_MALTt2,9.750107875736865e-09
R_MALt2r,-0.0009382952381156001
R_MALtm,0.24525784456073396
R_MAN1PT,0.004052739637167
R_LYSt6,1.760635703082258e-20
R_L_LACD2cm,2.607585907373797e-05
R_L_LACt2r,-0.0303367082172991
R_MAN6PI,-0.00405272982634585
R_L_LACtm,0.0
R_MANNANter,-0.00405274565861505
R_FRDm,1.0491222213600122
R_MANt2,9.810821139068281e-09
R_MCITDm,0.0038046996655521
R_MCITL2m,0.0022332502346291997
R_FRTT,9.042331143405587e-18
R_MCITSm,0.0022332502346291997
R_MCOATA,0.0
R_MCOATAm,8.766119605208013e-08
R_MIPC326PLC_SC,0.0
R_MIPCS124_SC,0.0
R_MIPCS126_SC,0.0
R_MDH,-0.5443711866170626
R_MIPCS224_SC,0.0
R_MDHm,0.07028355939013416
R_MDHp,-8.19470850066395e-07
R_MIPCS226_SC,0.0
R_MIPCS324_SC,1.063484718488971e-09
R_MIPCS326_SC,0.0
R_MMETt2,2.645613627828235e-22
R_FRUK,0.0
R_MDRPD,0.0073672935238323495
R_FRUt2,1.7129300460465252e-08
R_FTHFCL,2.171283899628908e-09
R_ME1m,0.009571840637676
R_ME2m,0.446221659633658
R_MOHMT,0.0044990616085879
R_MTAP,0.0073672935238323495
R_MELIBt2,9.888408272839136e-09
R_FTHFCLm,0.028860844580329
R_MELTGH,0.0
R_METAT,0.0342323785592924
R_MTHFC,0.0142209802738016
R_MTHFCm,8.922480719542047e-09
R_MTHFD,0.0013277288279314502
R_FTHFI,0.0
R_MTHFD2i,0.012893249274586351
R_MTHFDm,8.922480712603154e-09
R_MTHFR3,0.04006333428661705
R_METB1,0.00340544838575185
R_METS,0.04006333428661705
R_METTRS,7.041948383091145e-21
R_METTRSm,9.704538247650318e-21
R_METt2m,0.0
R_FTHFLi,0.0021822391397762
R_METt2r,-0.016059626261887
R_MTRI,0.007367293523832299
R_NABTNO,0.0036106818591327998
R_NACt,-1.6957170057008142e-08
R_NADDPp,4.557068750538754e-19
R_NADH2_u6cm,0.15972615633135356
R_NADH2_u6m,0.07212282921600245
R_NADK,0.0611394773765555
R_MEVK1,0.00026755136875585
R_MEVK2,0.00026581078241005
R_MEVK3,0.00024902740863085
R_MEVK4,0.00025391766923455004
R_MFAPS_SC,0.00174241028787845
R_MGSA,0.0877179628571749
R_MHPGLUT,4.408949122214951e-21
R_NADKm,0.0643900711922264
R_NADN,9.973254683588086e-20
R_NADNm,4.223198923628054e-19
R_MI13456PKn,0.0
R_FTHFLmi,0.0
R_MI1345PKn,0.0
R_MI1456PKn,0.0
R_MI145P6Kn,0.0
R_MI145PKn,0.0
R_NADPPPS,0.06112713356958665
R_NADPPPSm,0.0643900711922264
R_NADPt,1.234380696857329e-05
R_MI145Ptn,-4.632516592550928e-12
R_FUM,-0.21810109942730935
R_MI1PP,0.02919286605773545
R_MI1PS,2.655424471556208e-05
R_MINOHPtn,1.323663401109343e-12
R_NADS1,1.2353594119919257e-05
R_NADS1n,0.0
R_NADtn,0.0
R_MIP2C124PLC_SC,1.4315667816442049e-11
R_NAPRT,0.0
R_MIP2C126PLC_SC,3.034271580020965e-09
R_FUMAC,1.0019454812185547e-19
R_MIP2C224PLC_SC,0.0
R_MIP2C226PLC_SC,1.8385811123323626e-09
R_MIP2C324PLC_SC,0.0
R_MIP2C326PLC_SC,0.0
R_NAPRTm,5.2503620123034584e-17
R_NAt3_1,0.0
R_NDP1,0.00132960796564865
R_NDP3,0.0014620669949443
R_NDP3g,1.9777325961617806e-19
R_NDP4,0.001644382642127
R_MIP2CS124_SC,0.0
R_MIP2CS126_SC,0.0
R_NDP7,0.00130135427996625
R_MIP2CS224_SC,0.0
R_FUMm,0.20121328950977496
R_MIP2CS226_SC,0.0
R_MIP2CS324_SC,4.0483042321879297e-10
R_MIP2CS326_SC,0.0
R_MIPC124PLC_SC,0.0
R_NDPK1,0.24959150077218523
R_NDPK2,0.1762702945540334
R_NDPK3,0.01887800746144345
R_NDPK4,0.0035181897815306003
R_NDPK5,-6.588833863870031e-05
R_MIPC126PLC_SC,2.312841960615164e-09
R_NDPK6,-0.20480838877392035
R_FUMt2r,-0.00060497487855195
R_NDPK7,0.20472976079277924
R_NDPK8,0.0004321275908799
R_MIPC224PLC_SC,0.0
R_MIPC226PLC_SC,1.4056949873916659e-09
R_MIPC324PLC_SC,0.0
R_NDPK9,0.1639121729104543
R_NFORTYRt,0.0058205896004538
R_NFTYROX,0.0058205896004538
R_NH4t,0.7539574017145552
R_NH4ti,0.7100630098717952
R_NH4tm,-0.013020756515536601
R_NTD1,0.01216179750527545
R_G12MT1g,1.6566185951563246e-21
R_NTD10,0.0022514932309472503
R_NTD11,0.03321866009516995
R_NTD2,0.03335513402278515
R_NTD3,0.08080001298038844
R_NH4tn,0.0
R_NH4tp,9.847350435077118e-09
R_NMNAT,0.0
R_NMNATm,4.89862160167804e-19
R_NMNTP,0.0
R_NTD4,0.0523944212785514
R_G12MT2g,1.104668271976844e-21
R_NTD5,0.034320830659380644
R_NMNt2m,0.0
R_NMNt2p,0.0
R_NNAM,7.054167638909092e-09
R_G13MTg,1.1046433600325092e-21
R_NNAMrm,0.0
R_NTD6,0.00153894853678855
R_NTD7,0.01959845342448395
R_NNATr,1.2353594119919321e-05
R_NNATm,3.982146974200613e-19
R_NNDPR,1.2363497122291445e-05
R_NTD8,0.0019126067283063
R_NTD9,0.0334590136100968
R_NTP3,0.0015291129478099
R_G16MTg,1.6564428654366059e-21
R_G3PCt,-0.0017123030682640499
R_NNDPRm,2.0694168553414197e-17
R_G3PD1ir,0.7881259798319815
R_NNMT,4.7396468391773354e-21
R_NTP4,0.0016440027842477
R_NTRLASE,6.907783202486582e-22
R_NTRLASE2,2.4478442961723547e-21
R_NTRLASE3,4.70263502664312e-22
R_PEPDt3,6.0939044093594024e-21
R_G3PD1irm,0.010944106193618
R_PETHCT,9.769191588566918e-09
R_PETOHM_SC,0.0017424102878815001
R_PEtg_SC,0.0
R_O2t,0.22238496253102014
R_O2ter,0.0001727178715052
R_O2tm,0.19894004464190415
R_OAAt,3.409783513597109e-05
R_PEtm_SC,-1.746642369510054e-05
R_OAAt2m,-0.18650358089409846
R_PEtv_SC,-1.8331927459369626e-07
R_OBDHm,0.00223325023462955
R_PPM,-0.13654360450775227
R_OCBT,0.0009026466868853999
R_OCDCAt,3.5987009484283037e-07
R_OCDCEAt,2.3197724750198684e-06
R_OCDCYAt,3.698700385022126e-07
R_OHACT1,0.04572157409301625
R_PFK,1.1237948724547706
R_PFK26,0.030854367938189804
R_PFK_2,4.533912616328247e-21
R_PFK_3,0.9951047236571466
R_PGAMT,0.0
R_OHACT2,0.01477861478239945
R_PGCD,0.21429141638072474
R_PPNCL2,1.2306224155854015e-12
R_PGI,1.14380826486158
R_OHACT3,0.019696459623309952
R_OHACT4,0.025425280079028098
R_PGK,-4.1093256212470095
R_PGL,0.6601327331715021
R_PGM,-3.895034204866285
R_PGMT,1.6365435164862185
R_PGPPAm_SC,0.0
R_OHACT5,0.01438840889597475
R_OHPBAT,0.0
R_OMCDC,0.03682098242892455
R_OMCDCm,1.168421583160999e-20
R_OMPDC,0.0041892157184129
R_PHCDm,0.23932623141950954
R_PHCHGSm,-0.23932623141950954
R_PHEACt,0.01438840889597475
R_ORNDC,0.07481713379271135
R_PPND,0.00045539100577335
R_ORNTA,0.019437937701857352
R_ORNTACim,0.10256677090460176
R_ORNt2r,-0.0075055739271605495
R_ORNt3m,0.1025667709046018
R_PHETA1,-0.0007137054364598501
R_PHETRS,7.548383995983357e-21
R_PHETRSm,7.660273356925593e-21
R_PHEt2m,0.0
R_PHEt2r,-4.2010123068925154e-05
R_ORPT,-0.00418921571841275
R_OXAGm,0.00380469966555225
R_PI35BP5P_SC,0.0357678066082637
R_PPND2,0.0377509883424722
R_PI3P4K_SC,0.0
R_PI3P5K_SC,0.0357678032282716
R_OXO2Ctm,0.0
R_P5CDm,0.00375084222939445
R_PPNDH,0.07934963307801005
R_P5CR,0.10437274323672499
R_PACALDt,2.7680281881381497e-05
R_PACALDtm,0.0035485152922660997
R_PAK_SC,0.0418906555980234
R_PAN4Ptm,-0.0029710640677616997
R_PI45BP5P_SC,0.07841700413739089
R_PI45BPP_SC,0.0
R_PI4P5K_SC,0.0784169975150405
R_PIN3K_SC,0.0
R_PIN4K_SC,0.0
R_PIN4Kn_SC,0.0
R_PINOS_SC,0.02919285640122145
R_PIt2m,0.497561909949508
R_PANTS,0.00449906160858795
R_PANTtm,-0.0034057560063704495
R_PAPSR,0.17279233501671165
R_PAPt,9.844759618626853e-09
R_PIt2n,-9.95504439993411e-09
R_PIt2p,-1.4001720882728108e-07
R_PIt2r,0.10527932624299474
R_PAPtm,-0.002971073986091
R_PIt2v,0.0
R_PAtm_SC,0.0002272015499238
R_PPPG9tm,0.0
R_PC,0.8680673275458941
R_PCDAGAT,1.0211357567221832e-06
R_PIt5m,-0.0015131818812092
R_PLBP1I_SCe,1.999950398759279e-06
R_PLBPC_SC,0.0034289269290352
R_PDE1,0.0025728771307769
R_PLBPC_SCe,1.999946043549291e-06
R_PPPGOm,5.851233441586175e-20
R_PLD_SC,0.03588098421711505
R_PMANM,-0.0040527396371669005
R_PMDPHT,4.9761654811851e-06
R_PMETM_SC,0.00174241028787545
R_PDE2,0.0
R_PDE3,0.0
R_PDE4,0.0
R_PDE5,0.0
R_GCC2cm_copy2,0.3286936291100016
R_PDHm,0.07790532888296076
R_PDX5POi,-9.598405154020995e-09
R_PENDPtm,5.5511151231257815e-17
R_PMEVK,0.00103630722903145
R_PMI12346PH,0.01725599660281955
R_PMI12346PS,0.0172559966021577
R_PEPAT,5.8284655926399894e-21
R_PPTTm,2.744705041528628e-17
R_PMI1346PH,0.017255996602488652
R_PMI1346PS,0.017255996602488652
R_PMPK,0.0369321963416291
R_PPYRDC,0.0786359276415501
R_PNP,7.054167638909092e-09
R_PNTK,1.230730360901077e-12
R_PNTOt2,-0.0044990616073572
R_PYRDC2,0.1735708785436288
R_PYRt,0.8358510638730434
R_POLYAO,0.0036106818591327998
R_PRAGSr,0.00050890765619475
R_POLYAO2,0.00070919169255415
R_POLYAO3,0.00017918805690092532
R_PYRt2,0.8130423577676573
R_PYRt2m,0.33020387370689464
R_PRAIS,0.00050890765619475
R_PYRt2p,9.847350435077118e-09
R_QUILSYN,1.2371903106653433e-05
R_PPA,0.5865409014110256
R_PPAm,0.04256127937165115
R_PPBNGS,2.0417699102199435e-16
R_PPCDC,1.230406542876879e-12
R_PPCK,0.0006275230504472
R_PRAIi,0.0117126636847744
R_QULNS,0.0
R_PRAMPC,0.00374423260602305
R_QULNtm,-5.5511151231257815e-17
R_RAFGH,6.443278112627771e-20
R_RBFK,7.813943809203591e-19
R_SLCBK2,0.0
R_SLFAT,0.1641930291328583
R_RBFKm,5.971300852770909e-17
R_PRASCSi,0.0005088977791683
R_RBFSa,9.952330962369238e-06
R_RBFSb,4.976165481184441e-06
R_SO3ti,0.1072335828768491
R_SO4ti,0.17289266292013072
R_RBK,0.04947458431554985
R_SPH1Pter,6.080418349997203e-11
R_RIBFLVt2,0.0
R_PRATPP,0.00374423260602305
R_RIBFLVtm,0.0
R_SPHPL,2.3514282957255955e-14
R_RIBt2,0.0
R_PRFGS,0.00050890765619475
R_SPMDAT1,0.0029014901665786
R_RNDR1,0.00036331916164825
R_PRMICI,0.00374423260602305
R_RNDR1n,5.968448788281235e-17
R_SPMDt3i,0.917614313639139
R_SPMDtex2,0.9204825645095032
R_RNDR2,0.0002147633447583
R_RNDR2n,0.0
R_RNDR3,1.611783050915535e-06
R_RNDR3n,0.0
R_SPMS,0.006478923251937101
R_SPRMS,0.0008883702718952501
R_SPRMt2i,9.477559871697523e-09
R_SQ23EPXter,0.0001727178715052
R_SQLEr,0.00017271787149240002
R_SQLErx,1.2778913976712946e-14
R_RNDR4,9.341754226783175e-06
R_RNDR4n,0.0
R_SQLS,0.0001727178715052
R_RNMK,0.0
R_PRO1xm,0.09198150415323719
R_RNTR1,0.0011936883977558001
R_RNTR2,0.0017098911228863498
R_SQLter,0.0001727178715052
R_SRB_Lt,-9.72555996847646e-09
R_RNTR3,1.449321262801824e-05
R_PROTRS,5.912759459751019e-21
R_RNTR4,7.125617436251742e-05
R_RPE,0.3820654027544431
R_SSALy,0.00703515639564925
R_PROt2r,-0.01156503879883135
R_RPI,-0.2780573780860966
R_SACCD1,0.00380469966555235
R_SUCCt2r,-0.06273419853062459
R_SACCD2,0.0038046996655523
R_PROtm,0.09198150415323725
R_SADT,0.008599305883853301
R_SAM24MT,0.00016317959775015
R_SBPP1er,6.078698239068104e-11
R_SBPP2er,0.0
R_SBTD_D2,0.03947301307156065
R_SBTD_L,9.725560007734649e-09
R_SUCCtm,0.19501859505766767
R_SUCD1m,1.1481332816330292
R_SUCD2_u6m,0.6545454045084174
R_SUCD3_u6m,-0.488920922451513
R_SUCFUMtm,0.5523431752716595
R_SUCOASm,-0.0039614442174782
R_SUCRe,9.846586719509105e-09
R_SUCRt2,8.359187778190605e-21
R_SBTR,0.8717519807938989
R_SBT_Dt,-0.8322789677223383
R_SBT_Lt,9.72555996847646e-09
R_SERAT,0.00702983051281
R_SULR,0.0655587521398625
R_T4HCINNMFM,9.95728666875118e-09
R_SERPT,0.0
R_PRPPS,0.0238894042539916
R_SERTRS,2.4172821992153008e-21
R_SERt2m,0.015331208288939049
R_SERt2r,-0.0115587356245905
R_SFGTHi,0.0
R_TAGL_SC,0.00037367836730995
R_TALA,-0.7444657046007471
R_TAUDO,5.648184514173897e-20
R_TAURt,0.0
R_SHCHD,0.0
R_SHCHF,0.0
R_SHK3Dr,0.1192126180381615
R_SHKK,0.1192126180381615
R_SHSL1,0.3120259806329284
R_TCHOLAabcv,1.3828517518898823e-20
R_THFATm,0.028860844580329
R_THFGLUS,0.0
R_THIORDXi,0.006575539761278599
R_THIORDXm,-9.699563291443171e-09
R_THIORDXni,2.7166122706648836e-08
R_THIORDXp,-8.792937022938929e-07
R_SHSL4r,-0.3120259806329284
R_SLCBK1,6.085121960876074e-11
R_PRPPtm,0.0
R_THMDPe,9.596496184621619e-09
R_THMDt2,2.156341005498826e-09
R_THMP,0.06434449530473035
R_PSCVT,0.1192126180381615
R_THMPPt2m,0.0
R_THMPe,9.759617853857961e-09
R_THRt2r,-0.00026460518494905
R_THYMt3r,0.00011627114413754486
R_THZPSN1_SC,2.09060537427972e-09
R_THZPSN2_SC,7.786421050737488e-09
R_THMt2,0.0
R_PSERDg_SC,0.0
R_THRA2,0.0
R_TKT1,0.25063901905639924
R_PSERDm_SC,0.00174664236951185
R_TKT2,0.13142640101823785
R_TMDK1,0.0342045598125146
R_TMDPK,0.02741229896310125
R_THRA,0.021177813634272298
R_THRD_L,0.14916098151576285
R_THRD_Lm,0.005631781037582301
R_THRS,0.1771953194082876
R_THRTRS,6.630603104752626e-21
R_THRTRSm,6.735567490437564e-21
R_THRt2m,0.00563178103758235
R_URIK1,0.04007821365743955
R_TMDPP,0.00011627114413754486
R_TMDPPK,0.0
R_TMDS,0.00365251965101205
R_TMN,0.03693218646460265
R_TMPK,-0.0274122989631013
R_TMPPP,0.0369321963416291
R_TPI,1.8480452072048403
R_TRDOXtp,8.792937024049152e-07
R_TRDR,0.1829453604356051
R_PSERDv_SC,1.833192746314091e-05
R_TRDRDtp,-8.792937023494041e-07
R_TRDRm,0.0
R_TRE6PP,0.00250801443154485
R_URIK2,0.03728139278648945
R_URIt2,9.834567937968948e-09
R_UTPH1,2.8438356615052165e-06
R_UTPtm,9.776471224260251e-21
R_TRE6PS,0.00250801443154485
R_TREH,0.06216288313027275
R_PSERS_SC,-0.020946672675628848
R_TREHv,0.1935030384627691
R_VALTA,-0.11916734570241305
R_VALTAim,0.1158996733599012
R_VALTRS,3.737935340970012e-21
R_TREt2,0.2532752908084974
R_TREt2v,0.19350303846276914
R_VALTRSm,3.75671342673952e-21
R_PSERSm_SC,0.02272017484441265
R_VALt2m,0.11589967335990115
R_VALt2r,-0.00194033418027705
R_XANt,-8.885263852453917e-08
R_XPPT,0.00225374900158055
R_XTSNt2,9.832689689753156e-09
R_TRIGS_SC,0.00030467299977035003
R_TRPO2,0.011725040991866949
R_TRPS1,0.0117126636847744
R_TRPTA,0.8246089649215677
R_TRPTRS,4.029620124550676e-21
R_TRPTRSm,4.141322248101028e-21
R_TRPt2m,0.0
R_TRPt2r,0.8247638078515154
R_TTCCOAtx,-9.968896153011997e-09
R_XYLK,1.9410799493927894e-08
R_XYLR,9.87675650471122e-09
R_XYLTD_D,1.941079949392643e-08
R_XYLTt,9.534042999526093e-09
R_TTDCAtr,-5.398882860120855e-05
R_TYRNFT,0.01164117920090765
R_PSERT,0.21429141638072474
R_TYRTAi,0.03475770563058555
R_TYRTAim,0.00344864438506255
R_TYRTAip,1.937531074981366e-08
R_XYLt,9.876756468241156e-09
R_YUMPS,0.0
R_ZYMSTAT_SC,2.312077400335026e-06
R_ZYMSTESTH_SC,2.31207734903414e-06
R_TYRTRS,5.1543629509420186e-21
R_TYRTRSm,5.267437168581691e-21
R_ZYMSTESTH_SCe,9.999444394264505e-07
R_TYRt2m,-0.00344864438506255
R_PSPH1Pter,0.0
R_TYRt2p,-1.9375310744695895e-08
R_TYRt2r,-0.026053517882613952
R_TYRt6,0.0260339230065026
R_TYRt7,0.0260339230065026
R_UDPACGLP,0.0
R_ZYMSTt,1.9868253625654475e-08
R_BIOMASS_SC5_notrace,0.0050163951709556
R_SERD_L,0.02272162018544625
R_UDPG4E,-1.962745010963829e-08
R_PSPHPL,8.373105264395725e-14
R_UDPGALt2g,4.947759316733916e-20
R_UGLT,-0.026069218220337198
R_UGLYCH,1.962502783892095e-08
R_PSPHS,0.0
R_UMPK,0.04963657683099365
R_PSP_L,0.21429141638072474
R_UMPKn,-9.252348262545063e-09
R_UMPtn,-9.25234827642285e-09
R_PStg_SC,0.0
R_PStm_SC,-0.00020973532474889017
R_UNK3,0.0073672935238323495
R_UPP3MT,0.0
R_PStv_SC,1.833192746492074e-07
R_UPP3S,5.108017803774672e-17
R_UPPDC1,5.124596013370851e-17
R_UPPRT,0.0004391633942009408
R_PTD1INOtn_SC,-9.946193868515252e-11
R_URAt2,9.737978402161028e-09
R_PTD4INOtn_SC,3.3293812151669044e-11
R_UREA2t2,-9.652881715149775e-05
R_UREASE,1.201188937205444e-08
R_PTE10x,0.0
R_URIDK2r,-0.20481773052814706
R_URIDK2rn,9.25234815152276e-09
R_PTE11x,0.0
