,wt_1,wt_2,wt_3,wt_4,wt_5,wt_6,wt_7,wt_8,wt_9,wt_10,wt_11,wt_12,arp5_1,arp5_2,arp5_3,arp5_4,arp5_5,arp5_6,arp5_7,arp5_8,arp5_9,arp5_10,arp5_11,arp5_12
YJL173C,170.5944928,180.6399721,206.2845823,188.0643713,153.405925,194.9438138,207.7523381,237.376288,215.0098797,186.0600866,163.3634152,157.8609893,114.7685644,145.4262406,136.1134362,140.1713273,140.1291994,120.8062378,142.3818562,153.9166635,142.9779318,164.101096,141.2085175,147.6156677
YJL171C,136.4116827,146.5490257,192.2341031,200.8288235,234.0113477,263.2673137,219.4351986,272.6331546,170.6025405,174.7351179,168.2561318,158.7201422,143.4105438,171.0289847,177.3452008,162.747842,191.6921826,171.2200473,163.2718837,206.0946458,161.8194729,157.2905988,168.3678246,183.3676301
YJL170C,73.76074642,76.71494731,86.09702194,68.14189966,84.09806819,78.55234384,123.7266516,103.2707982,97.44592203,97.17671823,98.48771962,92.94489796,83.54357056,86.4271876,87.70077973,86.87601428,110.7744257,107.3920115,128.4360282,115.7417025,119.4136139,115.8494983,108.6723522,102.2130998
YJL168C,358.988222,327.6360617,289.902996,347.2390849,315.9064451,332.3848946,350.4660537,374.3233588,374.6812506,361.7589388,339.3689509,328.0993553,249.1174446,238.6108235,249.395473,235.2900009,263.8115785,280.5155275,295.1808678,309.8250407,235.0535177,269.1154967,233.405308,245.7887497
YJL165C,127.0799451,100.6439558,119.6692889,112.6357273,100.1824656,145.0104518,182.5872184,187.1826607,199.0279433,192.0547092,144.1946559,141.0935337,160.2406625,154.4452849,134.5400509,152.2457529,131.2137239,124.8295527,197.3405226,179.0848151,153.1458433,168.5661311,155.5257331,167.413893
YJL164C,260.0121128,282.3118556,198.8502637,198.2671426,110.3169609,156.9760608,277.1784661,284.3498646,293.2267953,318.8175738,316.5558712,322.9834834,252.1824485,240.4764872,252.3504319,246.4465146,175.7223265,168.3093776,311.5610558,296.3124035,247.4030497,232.0736389,297.3650721,288.8235211
YJL163C,148.6033831,158.9379285,98.85277123,126.2788495,85.17198015,89.29739345,152.5035873,131.1543053,144.7600131,161.7649742,143.1978979,149.0598441,303.3823053,283.1106416,252.8439833,267.8952045,143.4895397,155.2968849,217.6963037,205.805028,293.1407284,233.1825883,276.9062862,284.4444897
YJL162C,335.6992439,288.6873258,319.323693,314.6094813,383.1759866,356.6496033,341.5416185,347.5444358,448.1572049,412.9818334,377.3093292,361.18419,252.386536,285.7211732,249.6592563,247.6508771,235.0541704,291.401458,283.6587611,293.3096098,268.7816691,242.7052048,297.2420712,243.9698853
YJL160C,205.9955179,200.8860511,239.7644575,233.9626046,193.3601414,189.5608248,195.8733708,192.153352,193.8273771,219.6228062,185.8048897,212.2657315,225.1218138,197.7487021,214.0970573,230.3332504,210.9444164,219.0197652,223.8808595,233.8566026,203.6874618,215.9009389,228.5931729,210.6073489
YJL158C,744.4123736,754.7519534,688.0784528,672.810315,709.7841889,730.5294716,658.2554034,723.3528527,705.0179522,711.1388359,676.8774436,689.1863813,598.4508308,624.1352224,682.7719615,660.9389397,635.575071,692.280277,614.7013815,647.9380867,613.4531919,608.4734034,760.9379495,686.9600993
YJL156C,110.6368906,100.4534072,92.18481586,83.54784816,82.00349666,91.36511184,77.49509741,84.95627285,105.0853576,98.97517668,85.13926976,73.39050951,109.5193082,83.61667261,105.9323287,114.7320637,104.8819987,97.28161741,97.97098633,97.0579329,105.1837002,99.7167278,144.4182046,114.8456515
YJL155C,76.04904644,77.09632127,84.2936436,89.63453972,53.81731215,65.71316231,77.90739844,74.88628164,67.04917248,66.85459652,70.17688133,81.85752851,124.5930216,129.9448079,109.3253747,138.8652156,108.5408871,97.53957117,134.6007458,94.4461656,104.5239084,102.5531501,122.4175096,112.1277198
YJL154C,95.65657503,112.7099202,102.2765377,118.7897868,92.13053646,80.52570362,108.1062665,111.4185235,123.2059547,107.0197891,105.6329293,95.60448512,264.9530308,255.7799979,232.0945605,258.0746791,260.1317638,258.5501121,278.0219599,237.2441384,264.8941406,270.9353239,275.4684323,258.7393107
YJL153C,604.0612182,640.9351148,672.5105574,622.5307678,504.8885648,485.1028526,420.6416191,490.1153009,608.5073845,517.7200409,574.9552832,581.1452323,495.2075233,444.4209237,467.8883025,554.5443488,491.2140042,527.9559817,456.3430138,436.5484625,445.3318072,451.7782631,527.9572764,480.1508419
YJL151C,613.4074407,545.2731733,655.9503915,706.0804187,601.8597065,601.250896,575.1620547,600.5441548,599.3227931,548.8364491,583.5705789,585.7176367,447.5994433,476.8580386,490.1349286,460.8795197,479.2772593,511.8608209,528.7357313,487.5140579,428.9299625,527.9451337,479.6601165,435.7774999
YJL147C,120.67097,143.0698221,137.8687099,125.3944014,153.8327691,151.3069085,157.1265112,163.345521,123.1617185,146.653271,150.233787,154.7666815,153.2645635,175.0305844,189.0351163,158.5001194,160.0431778,188.7960706,146.5813678,158.9195909,149.5782058,163.0350762,190.1604292,189.9540537
YJL142C,56.53444939,78.26808419,46.82265507,57.3501403,46.77389208,52.13834895,64.66905582,70.96690478,85.88734228,76.39309903,65.9796821,68.00194351,60.03050855,51.92241875,83.86493306,63.07191891,63.88549028,60.88502725,47.09583241,64.23551779,60.6232443,44.16073706,86.38049571,66.22200795
YJL141C,653.1729823,542.7177336,675.2328641,634.4605156,655.3793794,670.4369371,604.7491871,643.6581819,647.6072676,594.327823,642.6581714,649.9460188,756.4797062,705.46026,784.8881878,661.5373467,684.2634668,664.8194059,775.1579293,736.8500445,764.3283625,678.9259385,658.5702101,686.5451715
YJL139C,55.03632636,55.86188223,57.81171055,64.64043795,72.88954577,54.90496607,58.56832999,55.23813305,51.07416191,52.71710182,51.64342233,51.70103402,54.48654512,68.22334689,67.67543944,60.59683487,50.1478106,59.64916897,48.7417571,57.54503459,57.22571797,54.46825374,40.85335654,47.17154897
YJL138C,283.6550093,272.6275206,277.0645517,302.9551852,369.8274572,354.897667,283.9946293,281.578586,273.6981889,271.0589752,251.3846502,270.9533811,220.3826405,213.4235413,214.0443491,190.7146029,261.9944379,239.6554394,233.7987814,214.6890407,196.6780507,201.7668259,209.4925516,205.5375536
YJL137C,138.4657675,161.4546642,154.9355736,126.3945333,123.15568,116.7367105,123.7190806,124.807499,133.1780266,118.4504675,136.3679674,137.5213875,179.6208309,146.5591682,145.5668968,188.2423583,141.007643,148.7514702,162.2003263,152.7799071,165.1427332,170.6936804,191.1505505,162.290922
YJL136C,1000.335488,935.2872963,1033.243459,1041.426133,1074.211429,1098.209397,1045.531835,1021.558405,998.7185761,1086.071361,978.0215395,1043.023337,888.2067481,918.6170769,953.2421875,920.6487109,965.2577548,997.172158,971.1965009,970.7769103,921.493429,941.695579,898.4966474,903.1378825
YJL133C-A,1516.316417,1525.992591,1511.12838,1457.295997,1600.391246,1560.003073,1449.59702,1512.209897,1446.259839,1412.284487,1444.214315,1464.627984,1293.570011,1411.081417,1381.035325,1363.998147,1306.448719,1318.370455,1299.962729,1304.902272,1462.820639,1272.831787,1378.241435,1413.923628
YJL131C,57.87727916,68.64343936,64.54026264,58.50345831,72.91638726,59.54904885,87.84330466,68.43924511,84.73717918,79.65718232,61.93648787,62.16992,106.7506017,131.7953851,123.5534484,110.6190792,108.3373034,131.289209,101.9958089,92.42545941,124.0259516,107.4575935,104.178955,102.7972191
YJL129C,121.3037471,128.8948118,136.9723008,126.0206961,124.3384853,112.1219511,130.456622,124.8705981,110.5767722,134.1842347,128.8318708,115.9064357,309.1070869,285.0817695,286.8467528,282.716609,287.878656,276.1736034,281.894176,247.8668779,263.3858667,276.4192707,286.3368977,281.2872844
YJL128C,326.2187582,298.1920061,307.2765346,295.0540086,356.0925851,338.4831596,287.8042476,286.6495552,262.2188791,274.1795447,317.1458476,318.2878205,287.5837879,289.9991738,297.1037238,252.7505256,285.9845384,302.8217883,266.1774675,287.6949627,275.0170636,284.7176662,276.1742299,242.8588221
YJL127C-B,333.5179715,318.649739,238.0171594,238.814691,299.4233231,261.077478,352.8932391,371.019593,370.2951405,390.4200054,366.1483657,385.8473528,245.1048422,224.9509054,229.3818756,227.5601396,233.1024897,251.9207421,248.2934954,251.6225795,252.0280971,270.4789795,271.6517678,261.4794012
YJL127C,73.71474323,55.73859291,61.81621576,53.54844634,65.45962588,72.05471379,59.63654029,52.7510361,68.00113288,51.01701559,49.42795579,72.66989856,89.99598292,104.1945283,83.30680056,98.84930578,81.28537068,85.14676243,78.77921395,77.55560904,83.20490868,80.75112108,87.20060776,79.93416368
YJL125C,56.63521084,43.77359607,67.28636501,73.21102389,60.25852294,71.53401931,56.51082487,51.7770659,64.79477771,39.58731188,61.51507678,48.0273552,82.8462084,84.23021899,79.45413313,92.5338509,85.23468121,87.97804867,70.02364137,86.78912846,91.15695072,86.12812998,73.22538457,57.95973498
YJL124C,101.6616865,119.7822981,145.8678659,148.9512927,154.7729611,125.4332314,121.4244363,118.7823166,104.3690051,93.22866725,111.9691228,116.9177683,165.0058594,167.4730991,150.4055822,130.7397405,145.7127617,130.6712122,145.3909997,128.9032335,169.9378699,140.4195603,164.488224,146.412185
YJL123C,203.822124,178.9025858,224.704755,253.3754509,241.9977415,256.5341303,188.7631547,198.6836361,169.8599627,185.7618778,162.9867785,178.2263142,162.2634366,196.6463557,189.0876279,203.6133109,190.9806775,204.0158747,184.3921614,173.1556201,215.059953,193.5526095,159.0042962,182.5149622
YJL121C,134.0417376,162.326217,150.9560462,172.973093,190.4477377,176.3235182,140.408796,187.0410309,130.5763665,128.1770656,135.4309251,136.5019923,95.05705925,112.0985413,131.8219111,137.1079546,145.8816937,139.9289875,138.9018987,133.4585556,140.9851137,122.2984693,158.2536323,103.5277693
YJL119C,240.5158858,258.4453032,273.5108192,290.4850994,294.4831602,293.6979495,224.9027259,281.51823,259.7651667,234.7252165,212.7405129,229.8034886,173.8816878,210.8689754,203.6900053,173.8408989,162.7339021,168.966325,170.7988299,183.1771661,176.7224909,195.0072056,193.9808112,188.4908826
YJL116C,660.3168419,657.4173302,629.4307226,650.664479,690.0131797,653.7599635,597.9275233,615.2965588,574.8404612,609.7924805,603.5106834,651.8582065,697.3172731,679.8163864,665.1037428,723.8916571,649.39038,713.5035517,601.754905,592.6655298,656.8285358,621.4624397,681.05258,751.4827015
YJL110C,174.0517771,184.8221454,167.8014814,183.4805656,169.7336048,164.1365981,175.4361229,180.5648244,153.6646816,179.6328414,166.3223533,180.3274602,195.8201449,173.1053898,169.4662141,170.8145787,213.1945039,190.5704412,173.4294242,188.0789282,181.8301501,188.7382856,163.5659305,186.36637
YJL108C,86.88215207,73.33552692,67.23080502,70.16031272,113.1928507,102.613073,101.6237199,91.62772557,91.42993165,104.1196862,104.4540946,92.77012404,72.24857697,55.78226616,96.91873874,87.25722576,122.7203904,111.0378807,133.2909521,129.1359247,98.50385845,102.8776977,66.15167241,92.73313796
YJL107C,656.6627821,658.1660641,591.6094033,594.404211,710.4475709,684.0385986,711.453981,686.5323382,612.4392304,641.8727382,683.3369694,663.549658,676.9836806,696.1608804,605.5491519,645.2614184,801.9067782,746.5932529,786.4812467,797.0595103,695.2812669,657.7572365,708.6593747,651.6186252
YJL103C,249.5765555,267.2117717,284.3593483,263.0932137,238.2713425,264.6336287,328.2320659,326.2712874,327.387654,284.8567782,263.6055956,260.5627731,389.3001345,359.9760738,378.8530973,319.3557063,371.3031991,321.230353,396.3605808,373.0638834,344.9144512,358.0820236,350.7772457,346.3381891
YJL101C,755.6904818,743.9689314,867.7885448,826.9826356,911.5830518,841.3420522,831.5334595,804.0058434,772.6452072,754.8149035,805.1970585,791.0646982,706.5509103,727.7792619,694.2079691,744.2110956,836.0315381,831.9394479,794.8861099,713.6508974,737.0252374,796.5180876,722.5385491,679.6268766
YJL094C,64.67867276,70.08205023,79.13790593,78.43161641,59.28968676,70.30503913,67.88672249,68.5797649,74.50545551,80.44742372,81.03220235,79.06655064,121.3250633,121.9009379,88.8595921,97.13047689,84.13707865,105.7989945,116.6607658,81.6549525,88.81959335,109.0938344,87.19146461,107.7118084
YJL093C,237.6455268,244.528461,242.8913878,224.905456,208.6000869,223.1019904,224.0536839,215.3771678,233.3594019,227.2485156,246.1404673,258.6701924,210.8178758,273.1818133,233.4227688,222.6183682,260.3542919,234.8338704,240.5392419,237.3943364,258.6660841,252.2671875,247.9641136,221.8794644
YJL091C,88.70318052,92.22710353,92.07050436,92.42613906,72.3590437,75.18690482,71.55999433,80.56801059,80.48775728,80.14290881,87.18293832,86.72891932,100.9165011,85.25900279,100.8174225,97.25530021,107.926626,91.51380903,90.90872701,84.63987554,110.9799479,107.3738677,113.4706481,109.4409348
YJL090C,246.8516644,275.968168,301.849366,264.9071136,232.7094274,243.8930281,228.8427936,213.7958894,260.1093376,211.1326752,268.2080722,272.3982618,216.7077169,199.7020305,219.6965912,239.0142312,223.9387106,172.5894885,203.4866393,202.5714391,212.4104965,244.0403511,211.6513018,223.7603572
YJL087C,53.00384039,75.4065365,49.7594021,55.89443854,45.57710333,47.7683441,45.42298171,56.39337251,61.75765258,58.34263143,68.07209386,71.17775854,96.44372989,93.983867,86.02030751,102.355716,82.36291905,79.60976125,88.65084563,78.13375392,71.80966428,91.84454657,84.93547105,86.06995934
YJL084C,79.73549535,74.67004008,81.88169663,90.50343444,62.20223146,62.36858736,57.15308072,52.83669514,56.83664051,70.7601793,81.28564345,81.0734746,99.50345949,89.40215633,98.12965915,86.01574481,95.23750314,65.3740584,68.9497186,70.15761558,91.78711984,77.3067024,93.21688374,88.22210447
YJL081C,62.67184777,56.1675731,63.22911217,57.13698972,41.2534238,51.48210044,39.43625411,59.99197146,59.90910501,58.04067528,57.00396685,68.37737322,96.37719403,105.6336812,102.9461623,107.3183403,89.39675286,103.393518,103.2016956,82.74146258,88.32752088,81.22224036,99.06441567,89.71236501
YJL080C,69.62528442,57.32193478,85.11294485,92.74453014,94.6312955,68.97329973,61.73806515,69.84705682,70.2366949,67.71206057,58.95457572,58.07827445,64.63388214,57.79612842,53.5603501,71.30286552,71.856218,66.26250871,58.48826953,60.6761109,60.7791635,50.89775759,71.52491519,72.2962983
YJL079C,690.541246,679.1102741,818.5073491,717.8978841,839.130995,790.9167361,892.9974863,827.382125,750.8823412,815.2028131,654.7976532,653.1020037,792.2774723,814.6342964,812.8394488,747.9498462,875.4250017,953.3627589,889.5402063,865.4551886,803.7109072,827.356533,735.7501777,696.1038925
YJL078C,348.2296618,366.8094853,827.2520784,759.9741716,751.1040196,724.4964401,450.4819617,413.3948542,428.2124464,396.4041946,377.7621243,341.2581572,576.2485235,540.2925917,516.8693751,503.3867117,587.6499127,596.7114183,525.341751,524.5869188,547.0057885,550.6000367,610.9995852,603.1187291
YJL074C,87.45499549,98.47528043,105.1627061,89.69689808,67.9225149,63.27106192,70.57192019,70.79988307,88.79644857,83.575958,72.53858226,89.51377827,94.64267573,93.10177954,108.3849121,101.2491162,108.5685847,95.9022989,97.18849478,92.32122685,107.979277,96.73053493,106.8858908,92.27752436
YJL072C,60.62642952,62.45640244,44.79174712,52.72499895,48.74425041,39.17286042,51.09542917,52.65585828,62.12773413,60.72619879,59.31772947,56.92866012,63.49208037,60.66399695,70.89592836,71.43313086,78.81681804,60.04203488,57.50813823,58.03111748,53.5821135,55.15316676,58.21365682,82.52558943
YJL070C,54.55720079,69.10554585,56.88566753,69.87175237,50.98347605,46.2075391,54.70156959,56.6068132,69.33429851,56.8620019,75.514341,68.44330987,59.4787853,49.40537002,74.53591984,79.7513537,54.7661163,43.09241201,53.21230422,76.67194971,66.54357525,73.20013148,58.39640615,64.26818205
YJL069C,78.27432358,113.4246051,120.923295,99.31178187,129.6007548,117.0702309,125.5255703,118.5895353,129.4088911,115.8518157,107.2739513,116.8056447,74.17905825,58.83439754,91.10774387,88.24604043,103.6758321,86.32886951,81.21135456,84.51059804,83.36790905,76.93227298,87.61429212,73.04548124
YJL068C,204.1842446,239.7522403,207.703557,196.2380073,192.3262573,225.7975615,230.665624,244.6543055,247.7017265,250.8467088,257.5525901,250.55151,136.156457,112.3493757,142.7139514,152.6476489,187.1384035,147.716229,186.2279076,165.2988371,141.8225667,151.844588,144.8415863,155.3344225
YJL066C,128.5852697,121.7772907,119.0063879,139.37179,90.5648545,121.4396241,139.1738663,126.5391973,123.6217514,135.0051771,163.0382253,146.4903183,68.85249838,105.0667824,82.6545885,90.93326448,90.26833851,95.57066864,109.337281,123.4612555,84.53253683,107.0597333,89.65013656,109.5931085
YJL065C,130.9905003,145.7373575,154.8585058,147.2202917,149.5489276,127.2251244,167.7136439,164.3441055,144.1318934,142.6960881,157.6581956,145.6686464,123.320964,104.4704205,157.8494923,156.3882557,131.0087841,150.4224251,150.1695815,152.2231751,139.5623358,148.4303501,129.3489069,153.7167751
YJL063C,549.2459075,576.1373679,549.7673386,582.6552272,698.2490894,721.0471219,737.335311,668.9004259,672.6033819,638.2850128,609.1822605,618.5391998,562.7449986,546.8889324,579.9616147,572.6742081,622.3396151,685.0839867,625.9576032,727.004976,566.7957347,579.4986524,547.0346221,568.1666937
YJL058C,53.66320386,55.01937222,70.82838158,62.47778802,56.49382716,57.30845357,57.56163295,71.04093098,70.82339286,71.09309743,63.98048428,84.54966936,80.19632304,54.04133215,75.84363535,56.00646475,94.31818056,71.69660023,90.21256139,76.53762691,81.77629669,79.63164921,61.13218048,72.7121241
YJL057C,73.09158931,57.42791076,52.58866001,42.52122072,42.68476208,51.00482399,63.78163845,53.98268312,66.84417644,60.72354119,72.33853369,70.69798633,49.3182269,37.4442239,62.06895322,44.89397078,41.95794863,46.85021018,49.21376396,51.68417184,54.65246518,51.59827942,61.43207854,36.24058044
YJL056C,421.2247138,428.6359699,371.6499403,375.1285994,447.036762,506.1939617,470.2583316,472.01787,468.695255,427.5769597,461.1250185,428.2518939,489.0482373,453.7181687,489.0250057,473.4603932,438.2713243,466.7112274,462.8107763,382.1233558,442.525626,416.6762286,424.6088865,428.4111534
YJL048C,973.8394591,1026.064673,1026.023089,931.50239,596.1326957,656.7081421,595.9366173,531.0597122,695.4586836,679.9492639,873.3814903,816.8077059,1233.843215,1153.862946,1180.96767,1071.05444,1105.46986,1066.987572,1045.05663,1061.681358,1115.861054,1127.819362,1089.483139,1111.902617
YJL047C-A,265.4135402,296.7783887,286.5227764,300.3079769,199.8171554,238.2002419,206.7124836,197.627171,230.5918367,193.4883889,231.4744958,271.3391942,223.0985559,227.7923243,265.4877817,217.7099372,225.7081632,278.6344538,217.9266471,176.9040447,232.7771624,248.8740955,246.5088765,250.3407474
